domain_id,parent_domain_id,domain_family,domain_name,domain_type,source_systems,source_crosswalk_state,default_work_pattern_ids,default_artifact_classes,default_constraint_classes,professional_authority_required,safety_criticality,atlas_status
D806,D800,PUBLIC,Police public order and law enforcement,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07|WP09,incident|evidence|case,law_enforcement_authority|rights,true,VERY_HIGH,FEDERATION_SEED
D807,D800,PUBLIC,Justice courts and tribunals,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP05|WP11,case|evidence|order|record,judicial_authority|due_process,true,VERY_HIGH,FEDERATION_SEED
D808,D800,PUBLIC,Corrections and rehabilitation,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP05|WP07,case|programme|assessment,human_rights|public_authority,true,VERY_HIGH,FEDERATION_SEED
D809,D800,PUBLIC,Emergency management and disaster response,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP07|WP08|WP09,alert|incident|resource|plan,life_safety|public_authority,true,VERY_HIGH,FEDERATION_SEED
D810,D800,PUBLIC,Fire and rescue services,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP04|WP07|WP09,incident|inspection|response,life_safety|authority,true,VERY_HIGH,FEDERATION_SEED
D811,D800,PUBLIC,Permits licences and regulatory administration,DOMAIN,SRC-COFOG99|SRC-ISIC5,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP08|WP09,application|permit|evidence|decision,public_authority|jurisdiction,true,VERY_HIGH,FEDERATION_SEED
D812,D800,PUBLIC,Elections and civic administration,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,register|ballot_process|audit,election_law|public_trust,true,VERY_HIGH,FEDERATION_SEED
D813,D800,PUBLIC,Social protection administration,DOMAIN,SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP08,application|eligibility|benefit_case,public_authority|privacy|fairness,true,HIGH,FEDERATION_SEED
D814,D800,PUBLIC,Public procurement,DOMAIN,SRC-COFOG99|SRC-CPC3|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP08|WP11,RFP|bid|supplier_evidence,procurement_law|public_authority,true,VERY_HIGH,FEDERATION_SEED
D900,D000,EDUCATION,Education training and learning,FAMILY,SRC-ISCEDF13|SRC-ISCO08|SRC-ESCO121|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10|WP13,curriculum|assessment|learning_artifact,academic_authority|privacy,true,HIGH,FEDERATION_SEED
D901,D900,EDUCATION,Early childhood education,DOMAIN,SRC-ISCEDF13|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10,curriculum|learning_record|assessment,child_safety|education_policy,true,VERY_HIGH,FEDERATION_SEED
D902,D900,EDUCATION,Primary and secondary education,DOMAIN,SRC-ISCEDF13|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10,curriculum|assessment|learner_record,academic_authority|child_safety,true,HIGH,FEDERATION_SEED
D903,D900,EDUCATION,Technical vocational and apprenticeship education,DOMAIN,SRC-ISCEDF13|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10,competency|assessment|workplace_evidence,academic_authority|safety,true,HIGH,FEDERATION_SEED
D904,D900,EDUCATION,Higher education,DOMAIN,SRC-ISCEDF13|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10|WP11,curriculum|assessment|research|accreditation,academic_authority|integrity,true,HIGH,FEDERATION_SEED
D905,D900,EDUCATION,Corporate and professional learning,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10,competency|course|assessment,professional_framework|privacy,true,HIGH,FEDERATION_SEED
D906,D900,EDUCATION,Curriculum design and instructional design,DOMAIN,SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06|WP10|WP13,curriculum|learning_sequence|assessment,academic_authority|accessibility,true,HIGH,FEDERATION_SEED
D907,D900,EDUCATION,Accreditation and institutional quality,DOMAIN,SRC-ISCEDF13|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP11,criterion|evidence|self_evaluation,accreditation_authority|quality,true,VERY_HIGH,FEDERATION_SEED
D1000,D000,HEALTH,Human health medicine care and life sciences,FAMILY,SRC-ICD11|SRC-ISCO08|SRC-ESCO121|SRC-ISIC5|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP04|WP05|WP07,clinical_record|lab_result|care_plan,patient_safety|professional_license|privacy,true,VERY_HIGH,FEDERATION_SEED
D1001,D1000,HEALTH,Primary medical care,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,clinical_record|observation|care_plan,clinical_authority|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1002,D1000,HEALTH,Specialist medical care,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,clinical_record|diagnostic_evidence|treatment_plan,clinical_authority|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1003,D1000,HEALTH,Nursing and midwifery,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP05|WP07,care_record|observation|handover,clinical_authority|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1004,D1000,HEALTH,Pharmacy,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05,medication_record|prescription|inventory,clinical_authority|medicine_safety,true,VERY_HIGH,FEDERATION_SEED
D1005,D1000,HEALTH,Diagnostic laboratories,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,sample|test_result|quality_record,patient_safety|lab_quality,true,VERY_HIGH,FEDERATION_SEED
D1006,D1000,HEALTH,Medical imaging and diagnostics,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,image|finding|report,clinical_authority|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1007,D1000,HEALTH,Mental health services,DOMAIN,SRC-ICD11|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,clinical_record|assessment|care_plan,clinical_authority|privacy|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1008,D1000,HEALTH,Public health and epidemiology,DOMAIN,SRC-ICD11|SRC-COFOG99|SRC-FORD15,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,dataset|surveillance|guidance,public_health|privacy|research_ethics,true,VERY_HIGH,FEDERATION_SEED
D1009,D1000,HEALTH,Health administration and quality,DOMAIN,SRC-ISIC5|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05|WP07,policy|quality_record|incident,patient_safety|health_regulation,true,VERY_HIGH,FEDERATION_SEED
D1010,D1000,HEALTH,Biotechnology,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ISIC5,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP04|WP07,experiment|sequence|lab_record,biosafety|research_ethics|IP,true,VERY_HIGH,FEDERATION_SEED
D1011,D1000,HEALTH,Clinical research,DOMAIN,SRC-ICD11|SRC-FORD15|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP05|WP07,protocol|consent|data|adverse_event,research_ethics|patient_safety,true,VERY_HIGH,FEDERATION_SEED
D1012,D1000,HEALTH,Social care and community services,DOMAIN,SRC-ISIC5|SRC-COFOG99|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP05|WP08,case|care_plan|service_record,safeguarding|privacy,true,HIGH,FEDERATION_SEED
D1100,D000,SCIENCE,Natural sciences mathematics and research fields,FAMILY,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07|WP11,research_question|dataset|paper,research_integrity|ethics,true,HIGH,FEDERATION_SEED
D1101,D1100,SCIENCE,Mathematics,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10,proof|model|paper,research_integrity,false,MEDIUM,FEDERATION_SEED
D1102,D1100,SCIENCE,Statistics and probability,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,dataset|model|analysis,methodological_integrity|privacy,true,HIGH,FEDERATION_SEED
D1103,D1100,SCIENCE,Physics,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,experiment|measurement|paper,research_integrity|lab_safety,true,HIGH,FEDERATION_SEED
D1104,D1100,SCIENCE,Chemistry,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP04,experiment|compound|measurement,chemical_safety|research_integrity,true,VERY_HIGH,FEDERATION_SEED
D1105,D1100,SCIENCE,Earth and planetary sciences,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,survey|sample|model,field_safety|research_integrity,true,HIGH,FEDERATION_SEED
D1106,D1100,SCIENCE,Environmental sciences,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-AGROVOC,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,dataset|monitoring|assessment,environment|research_integrity,true,HIGH,FEDERATION_SEED
D1107,D1100,SCIENCE,Biological sciences,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-AGROVOC,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,sample|observation|dataset,biosafety|research_ethics,true,HIGH,FEDERATION_SEED
D1108,D1100,SCIENCE,Ecology and biodiversity,DOMAIN,SRC-FORD15|SRC-AGROVOC,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,observation|species_record|model,environment|research_ethics,true,HIGH,FEDERATION_SEED
D1109,D1100,SCIENCE,Astronomy and space science,DOMAIN,SRC-FORD15|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,observation|model|dataset,research_integrity,false,HIGH,FEDERATION_SEED
D1110,D1100,SCIENCE,Computer and information sciences,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07|WP11,software|dataset|paper,security|research_integrity,false,HIGH,FEDERATION_SEED
D1200,D000,ENGINEERING,Engineering and technology fields,FAMILY,SRC-FORD15|SRC-ISCEDF13|SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05|WP07,design|calculation|test|inspection,professional_scope|safety,true,VERY_HIGH,FEDERATION_SEED
D1201,D1200,ENGINEERING,Mechanical engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,design|calculation|test,safety|professional_scope,true,HIGH,FEDERATION_SEED
D1202,D1200,ENGINEERING,Electrical and electronic engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,design|circuit|test,electrical_safety|professional_scope,true,HIGH,FEDERATION_SEED
D1203,D1200,ENGINEERING,Civil engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05,design|calculation|inspection,public_safety|professional_scope,true,VERY_HIGH,FEDERATION_SEED
D1204,D1200,ENGINEERING,Chemical engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,process_design|mass_balance|safety_case,process_safety|professional_scope,true,VERY_HIGH,FEDERATION_SEED
D1205,D1200,ENGINEERING,Materials engineering,DOMAIN,SRC-FORD15|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04,test_result|material_spec|analysis,safety|quality,true,HIGH,FEDERATION_SEED
D1206,D1200,ENGINEERING,Industrial and systems engineering,DOMAIN,SRC-FORD15|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP04|WP07,process_map|metric|control,safety|quality,false,HIGH,FEDERATION_SEED
D1207,D1200,ENGINEERING,Robotics and automation,DOMAIN,SRC-IPC202601|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP04|WP07|WP09,control_system|test|safety_case,functional_safety|security,true,VERY_HIGH,FEDERATION_SEED
D1208,D1200,ENGINEERING,Biomedical engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-ICD11,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,design|risk_file|validation,patient_safety|professional_scope,true,VERY_HIGH,FEDERATION_SEED
D1209,D1200,ENGINEERING,Environmental engineering,DOMAIN,SRC-FORD15|SRC-IPC202601|SRC-AGROVOC,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05,design|monitoring|permit,environment|public_safety,true,HIGH,FEDERATION_SEED
D1210,D1200,ENGINEERING,Energy engineering,DOMAIN,SRC-FORD15|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,design|performance_data|safety_case,safety|environment,true,HIGH,FEDERATION_SEED
D1300,D000,SOCIAL,Social sciences policy business and human systems,FAMILY,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP03|WP10|WP12,research|policy|case|survey,ethics|privacy|fairness,true,HIGH,FEDERATION_SEED
D1301,D1300,SOCIAL,Economics,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP12,dataset|model|policy_analysis,research_integrity,false,MEDIUM,FEDERATION_SEED
D1302,D1300,SOCIAL,Business and management studies,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP12,case|metric|strategy,professional_scope,false,MEDIUM,FEDERATION_SEED
D1303,D1300,SOCIAL,Psychology,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP07,assessment|study|case,research_ethics|clinical_boundary,true,HIGH,FEDERATION_SEED
D1304,D1300,SOCIAL,Sociology,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02,survey|study|dataset,research_ethics|privacy,true,HIGH,FEDERATION_SEED
D1305,D1300,SOCIAL,Political science and public policy,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP10,policy|evidence|brief,public_authority|research_integrity,true,HIGH,FEDERATION_SEED
D1306,D1300,SOCIAL,Geography and human geography,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02,dataset|map|study,privacy|research_integrity,false,MEDIUM,FEDERATION_SEED
D1307,D1300,SOCIAL,Education research,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP06,research_design|assessment|dataset,research_ethics|academic_integrity,true,HIGH,FEDERATION_SEED
D1308,D1300,SOCIAL,Communication and media studies,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10,media|study|analysis,research_integrity|copyright,false,MEDIUM,FEDERATION_SEED
D1309,D1300,SOCIAL,Development studies and humanitarian programmes,DOMAIN,SRC-FORD15|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05|WP11,programme|indicator|grant|evidence,donor_rules|ethics,true,HIGH,FEDERATION_SEED
D1400,D000,HUMANITIES,Humanities arts culture heritage and language,FAMILY,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP03|WP10|WP11,source|text|collection|media,copyright|heritage|provenance,false,MEDIUM,FEDERATION_SEED
D1401,D1400,HUMANITIES,History and archaeology,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP11,source|artifact|catalogue,heritage|provenance|research_integrity,true,HIGH,FEDERATION_SEED
D1402,D1400,HUMANITIES,Philosophy ethics and religion studies,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10,text|argument|analysis,research_integrity,false,MEDIUM,FEDERATION_SEED
D1403,D1400,HUMANITIES,Languages linguistics and translation,DOMAIN,SRC-FORD15|SRC-ISCEDF13|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10,text|terminology|translation,meaning|copyright|professional_scope,true,HIGH,FEDERATION_SEED
D1404,D1400,HUMANITIES,Literature and writing,DOMAIN,SRC-FORD15|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10,manuscript|text|critique,copyright|authorship,false,MEDIUM,FEDERATION_SEED
D1405,D1400,HUMANITIES,Visual arts and design,DOMAIN,SRC-ISCEDF13|SRC-ESCO121|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP10|WP12,brief|artwork|portfolio,copyright|cultural_context,false,MEDIUM,FEDERATION_SEED
D1406,D1400,HUMANITIES,Performing arts music theatre and dance,DOMAIN,SRC-ISCEDF13|SRC-ESCO121|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP10,score|script|performance_record,copyright|safety,false,MEDIUM,FEDERATION_SEED
D1407,D1400,HUMANITIES,Libraries archives and records management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP10|WP11,record|catalogue|archive,records_law|provenance|access,true,HIGH,FEDERATION_SEED
D1408,D1400,HUMANITIES,Museums galleries and cultural heritage,DOMAIN,SRC-ISCO08|SRC-ESCO121|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP11,collection|provenance|exhibition,heritage_law|provenance,true,HIGH,FEDERATION_SEED
D1409,D1400,HUMANITIES,Recreation sport and fitness,DOMAIN,SRC-COFOG99|SRC-ISCO08|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP06,training_plan|performance_record|assessment,safeguarding|health|sport_rules,true,HIGH,FEDERATION_SEED
D1410,D1400,HUMANITIES,Religious and faith organizations,DOMAIN,SRC-COFOG99|SRC-ISIC5,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP05|WP08,programme|record|communication,privacy|organizational_authority,false,MEDIUM,FEDERATION_SEED
D1500,D000,ORGANISATION,Enterprise operations and organizational functions,FAMILY,SRC-ESCO121|SRC-ISCO08|SRC-CPC3|SRC-DIO-META,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP04|WP05|WP08|WP10|WP11|WP12,policy|contract|record|case,organizational_authority|privacy,false,MEDIUM,FEDERATION_SEED
D1501,D1500,ORGANISATION,Strategy and governance,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP07|WP10,plan|metric|board_pack,organizational_authority|confidentiality,true,HIGH,FEDERATION_SEED
D1502,D1500,ORGANISATION,Finance operations and budgeting,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05,budget|invoice|ledger,financial_controls,false,HIGH,FEDERATION_SEED
D1503,D1500,ORGANISATION,Sales,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP08|WP10|WP12,lead|proposal|order,consumer|privacy,false,MEDIUM,FEDERATION_SEED
D1504,D1500,ORGANISATION,Marketing and growth,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP10|WP12,market_signal|offer|campaign,consumer|privacy|platform,false,MEDIUM,FEDERATION_SEED
D1505,D1500,ORGANISATION,Customer service and support,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP08|WP10,case|message|resolution,privacy|consumer,false,MEDIUM,FEDERATION_SEED
D1506,D1500,ORGANISATION,Human resources and performance management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP08|WP11,objective|performance_record|review,employment_law|privacy|fairness,true,HIGH,FEDERATION_SEED
D1507,D1500,ORGANISATION,Procurement and vendor management,DOMAIN,SRC-ESCO121|SRC-ISCO08|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP11,RFP|vendor_evidence|contract,procurement_policy|conflict_of_interest,true,HIGH,FEDERATION_SEED
D1508,D1500,ORGANISATION,Contract management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP11,contract|obligation|acceptance,contract_authority,true,HIGH,FEDERATION_SEED
D1509,D1500,ORGANISATION,Risk management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP07,risk_register|control|incident,risk_policy|authority,true,HIGH,FEDERATION_SEED
D1510,D1500,ORGANISATION,Internal audit and control,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07|WP11,control|evidence|finding,audit_independence|governance,true,HIGH,FEDERATION_SEED
D1511,D1500,ORGANISATION,Operations management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP04|WP07,process|metric|incident,safety|quality,false,HIGH,FEDERATION_SEED
D1512,D1500,ORGANISATION,Supply chain management,DOMAIN,SRC-ESCO121|SRC-ISCO08|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05,supplier|inventory|shipment,contract|quality|trade,false,HIGH,FEDERATION_SEED
D1513,D1500,ORGANISATION,Product management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP12,requirement|roadmap|experiment,consumer|privacy,false,MEDIUM,FEDERATION_SEED
D1514,D1500,ORGANISATION,Quality assurance,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,standard|test|finding,quality_policy,false,HIGH,FEDERATION_SEED
D1515,D1500,ORGANISATION,Corporate communications,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP08|WP10,message|brief|publication,reputation|privacy,false,MEDIUM,FEDERATION_SEED
D1516,D1500,ORGANISATION,Knowledge and document management,DOMAIN,SRC-ESCO121|SRC-ISCO08,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP10|WP11,document|record|taxonomy,records|access|provenance,false,MEDIUM,FEDERATION_SEED
D1600,D000,CIVIL,Civil society nonprofit household and international organizations,FAMILY,SRC-ISIC5|SRC-COFOG99|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05|WP08|WP10|WP11,programme|grant|case|report,donor|privacy|organizational_authority,false,MEDIUM,FEDERATION_SEED
D1601,D1600,CIVIL,Nonprofit and NGO operations,DOMAIN,SRC-ISIC5|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05|WP11,grant|programme|evidence|report,donor_rules|governance,true,HIGH,FEDERATION_SEED
D1602,D1600,CIVIL,Humanitarian aid,DOMAIN,SRC-COFOG99|SRC-ISIC5,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05|WP08,needs_assessment|programme|case,humanitarian_principles|safeguarding,true,VERY_HIGH,FEDERATION_SEED
D1603,D1600,CIVIL,International organizations,DOMAIN,SRC-ISIC5|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP05|WP10,programme|policy|report|agreement,international_rules|organizational_authority,true,HIGH,FEDERATION_SEED
D1604,D1600,CIVIL,Household and personal services,DOMAIN,SRC-ISIC5|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP08|WP10,appointment|service_record|communication,consumer|privacy,false,MEDIUM,FEDERATION_SEED
D1605,D1600,CIVIL,Community and civic organizations,DOMAIN,SRC-ISIC5|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP03|WP05|WP08,programme|member_record|communication,privacy|organizational_authority,false,MEDIUM,FEDERATION_SEED
D1700,D000,CROSSCUTTING,Cross-cutting governed work fields,FAMILY,SRC-DIO-META|SRC-ESCO121|SRC-ISCO08|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP03|WP04|WP05|WP07|WP08|WP09|WP10|WP11|WP12|WP13,framework|evidence|case|artifact,context_specific,false,VARIABLE,FEDERATION_SEED
D1701,D1700,CROSSCUTTING,Grant and funding operations,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP10|WP11,grant_call|application|evidence|report,donor_rules|submission_authority,true,HIGH,FEDERATION_SEED
D1702,D1700,CROSSCUTTING,Tender and bid operations,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP10|WP11,RFP|bid|evidence|dossier,procurement_rules|submission_authority,true,HIGH,FEDERATION_SEED
D1703,D1700,CROSSCUTTING,Accreditation operations,DOMAIN,SRC-DIO-META|SRC-ISCEDF13,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP11,criteria|self_evaluation|evidence,accreditation_authority,true,VERY_HIGH,FEDERATION_SEED
D1704,D1700,CROSSCUTTING,Certification readiness,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP11,standard|record|gap,certification_authority,true,HIGH,FEDERATION_SEED
