title,phase,subject_family,language_guess,recommended_blueprint,signals_source_based,signals_essay_or_extended_response,signals_case_study,signals_data_graph_diagram,signals_practical_investigation,signals_project_or_sba,signals_oral_or_performance,signals_calculation_problem,signals_formal_test_or_exam,path,sha256
Sesotho,fet_grade_10_12,language,Sesotho,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_sal_sesotho_gr_10-12_web_83b8.pdf,2e4d2897b8d77e1cf51a04e56d692787d1c97affd3a27bda9051802cb9409182
Setswana,fet_grade_10_12,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_sal_setswana_gr_10-12_web_65ee.pdf,7a45d4e7d1f47d200b0ebe50bfe2bdbe42e50b4bbcdc22893b6caa649ed1b2ef
Setswana,fet_grade_10_12,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_fal_setswana_gr_10-12_web_e693.pdf,0170ea6d20e52aef226cdf465c37501c3df4da3bce7c5beba9a26e4a2ad8b867
Setswana,fet_grade_10_12,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_home_setswana_gr_10-12_web_28df.pdf,24d06cbd14edcbc77f2dedcec4d558fd78632deb47eb3de853cb3da98e5d9f2b
Siswati,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_sal_siswati_gr_10-12_web_e4cb.pdf,3fd241ac3cce02a0faf62c16912d488919dd4bc5352eca080d663d9a4845a9ff
Siswati,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_fal_siswati_gr_10-12_web_9726.pdf,4b17fc333a8fb82d8eba1dabbf0914ba4a7e1f22d21337a4cc5b1bfe9e0a181e
Siswati,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_home_siswati_gr_10-12_web_a682.pdf,bde64113ad3429009a9b6aa7826536a419068ffab2bcbd07821b6633cd02a984
Siviele Tegnologie (Civil Technology),fet_grade_10_12,language,Afrikaans,language_integrated_assessment,False,False,True,True,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_afrikaans_civil_technology_gr_10-12_web.pdf,d09dbad0faa5282f8f52035eb0e63ef7216f818729093fcd85e6ba0b338d421f
Sport and Exercise Science,fet_grade_10_12,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/sport_and_exercise_science.pdf,a7ef6a321d708239b7dc568d122533dd22c4271cf454a33c048742c5e338b857
Technical Mathematics,fet_grade_10_12,mathematics,Unknown,calculation_problem_solving,False,False,False,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_maths_tech_final_bleed_and_crops.pdf,89a9c9bc207ef6e929a0d203837ab11b7797bc4e2b412677bf679d82cd84e869
Technical Sciences,fet_grade_10_12,other,Unknown,practical_investigation,False,False,False,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_science_tech_bleed_and_crops.pdf,197902d5122492b57d40995eba37e45d8dfe9db79dc0eaa1c859350355a7c010
Technical: Civil Technology,fet_grade_10_12,technology,Unknown,practical_project_design_task,False,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_civil_tech_final_bleed_and_crops.pdf,d32a03fe99471b7330d241d2496b465dbcc2f5fb3f92c4b351b746f0b538004f
Technical: Electrical Technology,fet_grade_10_12,technology,Unknown,practical_project_design_task,True,False,False,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_electrical_tech_final_bleed_and_crops.pdf,9ea0f234087adae42f2375871830d8081099d4735c8b330e3dda0d4440a47690
Technical: Mechanical Technology,fet_grade_10_12,technology,Unknown,practical_project_design_task,False,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_mech_tech_final_bleed_and_crops.pdf,3bd88940d9c9f8484138c8b4f608b1fb0cd4f3e1ebe996ca0e2b09521af03665
Tegniese Wetenskappe,fet_grade_10_12,other,Unknown,practical_investigation,False,False,False,True,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/tegniese_wetenskappe.pdf,a99f7c091ddd726e5416d8cf4bd54a3b16561a457b59d9a88a338435cb9dcddc
Tegniese Wiskunde,fet_grade_10_12,mathematics,Afrikaans,calculation_problem_solving,False,False,False,True,False,True,False,True,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/tegniese_wiskunde.pdf,ac279deaca6b3cade032ce5d0b3df1e5b5ea53055cb5b1e80a1b0fd092e67967
Tegniese: Elektriese Tegnologie,fet_grade_10_12,other,Unknown,practical_investigation,False,False,False,True,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/tegniese_elektriese_draft_1.pdf,f53d29a2061e87ebd620e2f241985f7cb2bea6e132e1bb9c9b23b3779ce0d525
Tegniese: Meganiese Tegnologie,fet_grade_10_12,other,Unknown,practical_investigation,False,False,False,True,True,True,False,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/tegniese_meganiese_draft_1.pdf,1446ef51e9cd584c4c92ad9a6f91516f59dc2fa7d367403f4a6a2d0ad8b44e8e
Tegniese: Siviele Tegnologie,fet_grade_10_12,other,Unknown,practical_investigation,False,False,False,True,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/siviele_tegnologie_draft_2.pdf,584fa3ca511df64a4f56b7ed94c95d447826f01a3c4d73d0c0535fbbf85610e2
Toerisme (Tourism),fet_grade_10_12,commerce,Afrikaans,case_study_structured_questions,False,False,True,False,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_afrikaans_toerisme_web.pdf,6bc0315bcfdd3392c0469f62737f0f85627ca041f13285ccc43b3c545597706e
Tourism,fet_grade_10_12,commerce,Unknown,case_study_structured_questions,False,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_tourism_gr_10-12_web_1fac.pdf,720abdd74d855876f506d5189e63311ba6a9dcaa63bbd48eaba4400a52ae6d60
Tshivenda,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_sal_tshivenda_gr_10-12_web_25ab.pdf,147f0d08d870c3e85280347c40d17203a14e74cbf13c69cee32a525e3597c7fb
Tshivenda,fet_grade_10_12,language,Tshivenda,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_home_tshivenda_gr_10-12_web_8f73.pdf,fa81bfb63b897ea1de7c47e1986a34353859a93d62a17a1343bacc88237a559e
Tshivenda,fet_grade_10_12,language,English,language_integrated_assessment,False,True,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_fal_thsivenda_gr_10-12_web_bd00.pdf,8f0361950d49edb104afd470899b7dc4aa7a01b1706d3b9e1a130d7ed5c8006c
Verbruikerstudies (Consumer Studies),fet_grade_10_12,commerce,Unknown,case_study_structured_questions,False,False,True,False,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_consumer_studies_web.pdf,f7a8e7ef9adbe6700b1bcf1c49799a9884772de9ce8b32c90679b0df129d0a79
Visual Arts,fet_grade_10_12,arts,Unknown,practical_performance_or_portfolio,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_visual_arts_gr_10-12_web_a758.pdf,db20934536eebcb5d75ba5519c7c0adf09889ee4fa25994a91257a2862ce874d
Visuele Kunste (Visual Arts),fet_grade_10_12,language,Afrikaans,language_integrated_assessment,False,False,True,False,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_afrikaans_visuele_kunste_gr_10-12_web.pdf,7a6e65ab37aa8b801bbd4c4081c35502a53a532df06fa6c44035c9fcb07d184f
Wiskunde (Mathematics),fet_grade_10_12,mathematics,Afrikaans,calculation_problem_solving,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_afrikaans_wiskunde_gr_10-12_web.pdf,b4758d7d908a2aa435c8e399221bcce492af20da41b7bb9991d2a50afeba933b
Xitsonga,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_sal_xistonga_gr_10-12_web_373e.pdf,5123471b9b965ff16bdc835272c9edfadee241ca94945952aa764f9125c94289
Xitsonga,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_home_xitsonga_gr_10-12_web_890b.pdf,664fb036b31d0f3a70b830b7201a4132a80156c0e7a989b72677be0f1dd59d26
Xitsonga,fet_grade_10_12,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/fet_grade_10_12/caps_fet_xitsonga_fal_gr_10-12_web_1d49.pdf,af80a3722c2fef53c0517a6c3c8c21efa67e1e788688a0469a138aac569e4144
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_afrikaans_gr_r_fs.pdf,b816f65bacd925753444cd1e92926534a2ed0d5b4477bf3e7629c020ab53e477
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,False,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_afrikaans_grade_r-3_fs.pdf,21dd8e3014aad7f615341ba4867e5e6e8544d5bd517c46472988dafba8b8d07a
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_afrikaans_gr_1-3_fs.pdf,8b154d01e28e9cc2969fe695c7f4c350ed6eedaa8d5128a030bedaade28610af
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_akrikaans_fp.pdf,9a9c1c47b80e5afc699e4914d1cd017585df32378d5637df854f60a323b98642
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,True,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_afrikaans_fal_gr_1-3_fs.pdf,3c88a6c42889b053ec0e501ca5de4f6c69e15d4ea27aac7b12979ff3831a6433
Afrikaans,foundation_grade_r_3,language,Afrikaans,language_integrated_assessment,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_afrikaans_home_language_gr_r-3_fs.pdf,30bc26c2855424ca37181c1aa0282d85b761076961e713fb2e257f84db7e5e72
English,foundation_grade_r_3,language,English,language_integrated_assessment,True,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_english_gr_r_fs.pdf,946fb1ac29386a3bf6db7a77437ab3d7126ed67961780c24fe6f4b34733d20aa
English,foundation_grade_r_3,language,English,language_integrated_assessment,True,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_english_fal_gr_1-3_fs.pdf,db09b7292552ef6b374a76ff473eb719eee367f3bb3c8eb788f21bae2ad1ad5e
English,foundation_grade_r_3,language,English,language_integrated_assessment,True,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_english_hl_grades_r-3_fs.pdf,c939a3a9dcce92ed61d970f4599ced6f2ddc425d1220eeeab9828472b878d24d
English,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_english_fp.pdf,e887bbcca5cf87acb131730dea84d9eee032e9a46221ea179188422336c04c61
English,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_english_gr_1-3_fs.pdf,e3b5bc415912b6f0eb13ca8d18a57d7c951d23b399e20f38315fc13f2feed011
English,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,True,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/fp_coding_and_robotics_caps_final_2025.pdf,570e1d87f30d06646940851ebfd2aa58639a3fe91e576a62853f1bbc084f08fe
English,foundation_grade_r_3,language,English,language_integrated_assessment,True,False,False,True,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_english_gr_r-3_fs.pdf,4d4df1e5c4eb7db4157cd80f2a3b0cdb0a22b155474e432a3578c9a798845c1d
Foundation Phase (Grade R-3),foundation_grade_r_3,other,Unknown,foundation_activity_assessment,True,False,False,True,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sasignlanguage_hl_fp_gr_r-3.pdf,ffa274439770f4704341aa38fb1da852b75415e35dbbde23e6956345dcc8dc08
IsiNdebele,foundation_grade_r_3,other,English,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isindebele_gr_1-3_fs.pdf,c5ae846dcbf1f7487d113bb5974eb183c64420ed893c38bc60a505ad0cc8906a
IsiNdebele,foundation_grade_r_3,other,English,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isindebele_gr_r_fs.pdf,b384613dfb0a83f531f16ab380840b817c3cc042c98557375cc27696f3f65701
IsiNdebele,foundation_grade_r_3,life_skills,isiNdebele,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_isindebele_gr_r-3_fs.pdf,630095d0bbd545b539e62653edb854393285432cb81fe060ad475b1695572034
IsiNdebele,foundation_grade_r_3,other,isiNdebele,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isindebele_fal_gr_1-3_fs.pdf,498c228216c425171129b2ea762509823f199f0cb1c1823f3e31d05eb8e7ce27
IsiNdebele,foundation_grade_r_3,other,isiNdebele,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_isindebele_fp.pdf,7c1b3c9a31c1693eabe156b65dcccbb2345339b49f98003c8737856fb4883c74
IsiNdebele,foundation_grade_r_3,other,isiNdebele,foundation_activity_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isindebele_hl_grades_r-3_fs.pdf,9b24698fe32963c4730f9bc059e3c42e71f8bde49c5072db4dd29ddc58da19cb
IsiXhosa,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,True,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isixhosa_gr_1-3_fs.pdf,49d2a37212b8924a12838946043d4e7d3add3df0e2d067a2b52b2eb559123134
IsiXhosa,foundation_grade_r_3,language,isiXhosa,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isixhosa_hl_grades_r-3_fs.pdf,46414f4293fdadb574d7fcc42baa45bac48baf99bf168bce89c7e42a0733219c
IsiXhosa,foundation_grade_r_3,language,isiXhosa,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_isixhosa_gr_r-3_fs.pdf,d6cf80e75f40ab55cae9c319234221854c804f7de825bf2990702d462d588861
IsiXhosa,foundation_grade_r_3,language,isiXhosa,language_integrated_assessment,False,False,False,False,False,False,True,True,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_isixhosa_fp.pdf,a50285ef918f0a75d83eb778017c2e757b819924e5125d3ce96ff09cc721a2ca
IsiXhosa,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,True,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isixhosa_gr_r_fs.pdf,ddf7dbf981f8b554ea802428c4788ae27e7657be2573f76fa52d90e1aecfc422
IsiXhosa,foundation_grade_r_3,language,isiXhosa,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isixhosa_fal_gr_1-3_fs.pdf,ca79d7166ada9bd366e5d6ff891bf285f1a9fe37e8b6faf1284e1c3dce9010b1
IsiZulu,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isizulu_gr_r_fs.pdf,0c7ce6ee2e9875325cf42acdc1c6b2ed3683be9c7fafaf55310abd91336262f1
IsiZulu,foundation_grade_r_3,language,isiZulu,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isizulu_hl_grades_r-3_fs.pdf,c7c2571732ef3cdf0c30a7e5290e0039a5bc821105305af7f1a4ab86fb8735cf
IsiZulu,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_isizulu_gr_1-3_fs.pdf,b797ff7298473836f1145751d793b2c03fb0303ae4578df832c01bd0265d4324
IsiZulu,foundation_grade_r_3,language,isiZulu,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_isizulu_gr_r-3_fs.pdf,bf0a57d688d52bbdca5375a9f11c66209c9ee56c2891f40319b3859e46622451
IsiZulu,foundation_grade_r_3,language,isiZulu,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_isizulu_fal_gr_1-3_fs.pdf,3225544038ea7345eb8e16c2335095698c134404b298a456b310d35810f03ee8
IsiZulu,foundation_grade_r_3,language,isiZulu,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_isizulu_fp.pdf,3adac3045b7be67841241dde97ed99c464fdcdd9f4b6419a1864604a3b32f5b2
Sepedi,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_sepedi_grade_1-_3_fs.pdf,0661918459c9245acd5e6445f75c1a658546fe638bb1694b3c43a118a076428c
Sepedi,foundation_grade_r_3,language,Sepedi,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_sepedi_gr_r-3_fs.pdf,384c71b4776a3d8c414fd114a870467d160f3d8cb5562c018ae5774155b83b44
Sepedi,foundation_grade_r_3,language,Sepedi,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_sepedi_fp.pdf,c328dfe8878f99f6e9bad97cde5a22a4e5ac6db7ad0187f14651a8d7ad40a5f3
Sepedi,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_sepedi_gr_r_fs.pdf,718bf84d1939e80070eaeb0e260917e75f57fc5d1ad38508548713beefe39d5b
Sepedi,foundation_grade_r_3,language,Sepedi,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sepedi_fal_gr_1-3_fs.pdf,0ed523790e54016c2665cfd2999288a15f412b3dee4b41f8ed855d59ee9c3825
Sepedi,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sepedi_hl_gr_r-3_fs.pdf,a7c5671a2676da6ce19242ed3ce51142cc447786bc21c5ef9a369e34418420a9
Sesotho,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_sesotho_gr_1-3_fs.pdf,886b97b896b7c77146ac1728adbe933db5d4b304215d1b7543a44842613e84c9
Sesotho,foundation_grade_r_3,language,Sesotho,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_sesotho_gr_r-3_fs.pdf,2538278c735f6aa2cd7fa55795c4b808de15a21549b1c8f252c7e9af415aa207
Sesotho,foundation_grade_r_3,language,Sesotho,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_sesotho_fp.pdf,a0840deb3b70fe2855a1c1df9a279e4a6f4f422aa0aa55c219efb219106a435a
Sesotho,foundation_grade_r_3,language,Sesotho,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sesotho_fal_gr_1-3_fs.pdf,bfcbfe95ecad3ff4f3ad9616a1f4b16787265a992c670e7b9c5dbfb79ddc422a
Sesotho,foundation_grade_r_3,language,Sesotho,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sesotho_hl_grades_r-3_fs.pdf,e7048df87aa395cee44c0098b456bb583a1673177b605c83354df21d3e4cbf3c
Setswana,foundation_grade_r_3,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_setswana_fp.pdf,3aa16abe990e4b1b2e9557ce9e602b9f7363dd0a78613d1ccfb52507ae64f5ae
Setswana,foundation_grade_r_3,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_setswana_gr_r-3_fs.pdf,f4749a896b9dfdbc81a61be4da68dd47bc0fa7c21fcc3473cbe368d56f9e744f
Setswana,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_setswana_gr_r_fs.pdf,4ef9bb4a569c2fa181eb75fef922e0164764802c9ba6e1d286e988ca9ac05d97
Setswana,foundation_grade_r_3,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_setswana_fal_gr_r-3_fs.pdf,204a8f290fdfb4ca12468a7bdd1074929382564491bef7a2e4083a5c36fc3472
Setswana,foundation_grade_r_3,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_setswana_hl_grades_r-3_fs.pdf,c40561bb4ab03224e8a2103506f78b63cf1be59dfe6d2d1db5d12b0e7aeb5a4d
Setswana,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_setswana_gr_1-3_fs.pdf,995fe554a6745cb394dade2c471365b532378de08e988820663dad6d9305f581
Siswati,foundation_grade_r_3,language,Siswati,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_siswati_fal_gr_1-3_fs.pdf,f724e5284fe1d3cc2307d80b7396d4cc57627b42830e2403f36a5d56a32407cf
